driver,team,grid_position,fp3_lap_delta_s,fp3_s1_delta_s,fp3_s2_delta_s,fp3_s3_delta_s,fp3_speed_max,fp3_num_laps,fp2_lap_delta_s,fp2_s1_delta_s,fp2_s2_delta_s,fp2_s3_delta_s,fp2_speed_max,fp2_num_laps,fp1_lap_delta_s,fp1_s1_delta_s,fp1_s2_delta_s,fp1_s3_delta_s,fp1_speed_max,fp1_num_laps,fp3_teammate_delta_s,driver_points,driver_championship_pos,constructor_points,constructor_championship_pos,avg_finish_last_n,dnf_rate_last_n,is_street_circuit,year,round,circuit_name
VER,Red Bull,1.0,0.01999999999999602,0.09000000000000341,0.0,0.22800000000000153,327.0,22.0,0.3810000000000002,0.15199999999999747,0.07199999999999918,0.11999999999999744,322.0,13.0,0.018000000000000682,0.11200000000000188,0.05999999999999872,0.23100000000000165,320.0,8.0,0.0,51.0,1,87.0,1,1.0,0.0,1,2024,3,Albert Park Grand Prix Circuit
SAI,Ferrari,2.0,0.07699999999999818,0.010000000000001563,0.21999999999999886,0.0,324.0,11.0,0.4299999999999926,0.14099999999999824,0.1410000000000018,0.14300000000000068,321.0,17.0,0.1220000000000141,0.19200000000000017,0.245000000000001,0.0,317.0,10.0,0.07699999999999818,15.0,6,49.0,2,3.0,0.0,1,2024,3,Albert Park Grand Prix Circuit
PER,Red Bull,3.0,0.29999999999999716,0.23500000000000298,0.053000000000000824,0.3100000000000023,328.0,18.0,0.8130000000000024,0.36599999999999966,0.21000000000000085,0.25799999999999557,322.0,22.0,0.07800000000000296,0.14300000000000068,0.0990000000000002,0.0730000000000004,323.0,15.0,0.28000000000000114,36.0,2,87.0,1,2.0,0.0,1,2024,3,Albert Park Grand Prix Circuit
NOR,McLaren,4.0,0.7759999999999962,0.03400000000000247,0.35800000000000054,0.554000000000002,319.0,14.0,0.8780000000000001,0.34299999999999997,0.08900000000000219,0.4159999999999968,322.0,15.0,0.0,0.0,0.2289999999999992,0.1980000000000004,318.0,14.0,0.4029999999999916,12.0,8,28.0,3,7.0,0.0,1,2024,3,Albert Park Grand Prix Circuit
LEC,Ferrari,5.0,0.0,0.09000000000000341,0.07000000000000028,0.04899999999999949,323.0,13.0,0.0,0.0,0.0,0.0,321.0,18.0,0.0350000000000108,0.0470000000000006,0.16199999999999903,0.06400000000000006,316.0,13.0,0.0,28.0,3,49.0,2,3.5,0.0,1,2024,3,Albert Park Grand Prix Circuit
PIA,McLaren,6.0,0.37300000000000466,0.03300000000000125,0.18999999999999773,0.43200000000000216,321.0,10.0,0.7999999999999972,0.34699999999999775,0.07600000000000051,0.367999999999995,320.0,20.0,0.3540000000000134,0.129999999999999,0.05000000000000071,0.48799999999999955,319.0,17.0,0.0,16.0,5,28.0,3,6.0,0.0,1,2024,3,Albert Park Grand Prix Circuit
RUS,Mercedes,7.0,0.17199999999999704,0.0,0.21699999999999875,0.1980000000000004,318.0,17.0,0.6739999999999924,0.08899999999999864,0.11500000000000199,0.36299999999999955,321.0,18.0,0.03300000000000125,0.05100000000000193,0.07199999999999918,0.25099999999999767,319.0,12.0,0.0799999999999983,18.0,4,26.0,4,5.5,0.0,1,2024,3,Albert Park Grand Prix Circuit
TSU,RB F1 Team,8.0,0.9590000000000032,0.24600000000000222,0.33200000000000074,0.679000000000002,321.0,13.0,0.9110000000000014,0.4139999999999979,0.19900000000000162,0.3639999999999972,321.0,20.0,0.05700000000000216,0.007999999999999119,0.20899999999999963,0.267000000000003,318.0,20.0,0.0,0.0,18,0.0,9,14.5,0.0,1,2024,3,Albert Park Grand Prix Circuit
STR,Aston Martin,9.0,0.6269999999999953,0.14700000000000202,0.3039999999999985,0.40800000000000125,322.0,12.0,0.5450000000000017,0.08999999999999986,0.08999999999999986,0.269999999999996,323.0,20.0,0.10300000000000864,0.08699999999999974,0.0,0.29699999999999704,321.0,17.0,0.3439999999999941,1.0,12,13.0,5,14.5,0.5,1,2024,3,Albert Park Grand Prix Circuit
ALO,Aston Martin,10.0,0.28300000000000125,0.10400000000000276,0.10299999999999798,0.37400000000000233,323.0,10.0,0.6350000000000051,0.21799999999999997,0.08699999999999974,0.33899999999999864,322.0,23.0,1.152000000000001,0.554000000000002,0.16699999999999804,0.8029999999999973,320.0,8.0,0.0,12.0,7,13.0,5,7.0,0.0,1,2024,3,Albert Park Grand Prix Circuit
HAM,Mercedes,11.0,0.09199999999999875,0.07900000000000063,0.120000000000001,0.12700000000000244,324.0,10.0,1.5570000000000022,0.5629999999999988,0.15000000000000213,0.6739999999999995,322.0,14.0,0.20700000000000784,0.2240000000000002,0.21199999999999974,0.10999999999999943,318.0,13.0,0.0,8.0,9,26.0,4,8.0,0.0,1,2024,3,Albert Park Grand Prix Circuit
ALB,Williams,12.0,1.0450000000000017,0.2840000000000025,0.20199999999999818,0.8170000000000002,325.0,15.0,0.8945000000000007,0.347999999999999,0.14050000000000118,0.3734999999999964,321.5,20.0,0.8790000000000049,0.37900000000000134,0.3979999999999997,0.5289999999999964,317.0,7.0,0.0,0.0,13,0.0,7,13.0,0.0,1,2024,3,Albert Park Grand Prix Circuit
BOT,Kick Sauber,13.0,1.0379999999999967,0.3450000000000024,0.43100000000000094,0.4590000000000032,321.0,10.0,1.3079999999999927,0.3379999999999974,0.3910000000000018,0.644999999999996,319.0,22.0,1.4500000000000028,0.5719999999999992,0.504999999999999,0.7849999999999966,312.0,13.0,0.0,0.0,20,0.0,8,18.0,0.0,1,2024,3,Albert Park Grand Prix Circuit
MAG,Haas F1 Team,14.0,1.2469999999999999,0.397000000000002,0.2289999999999992,0.7240000000000038,326.0,11.0,1.9980000000000047,0.37299999999999756,0.14000000000000057,0.7539999999999978,324.0,25.0,0.9250000000000114,0.16199999999999903,0.2740000000000009,0.7060000000000031,318.0,15.0,0.01999999999999602,0.0,15,1.0,6,12.0,0.0,1,2024,3,Albert Park Grand Prix Circuit
OCO,Alpine F1 Team,15.0,1.206000000000003,0.34800000000000253,0.28800000000000026,0.8680000000000021,323.0,14.0,1.4279999999999973,0.565999999999999,0.13700000000000045,0.652000000000001,322.0,25.0,0.9970000000000141,0.5510000000000019,0.2809999999999988,0.5919999999999987,316.0,16.0,0.0,0.0,17,0.0,10,15.0,0.0,1,2024,3,Albert Park Grand Prix Circuit
HUL,Haas F1 Team,16.0,1.2270000000000039,0.3960000000000008,0.18100000000000094,0.7690000000000055,326.0,10.0,1.4249999999999972,0.6179999999999986,0.245000000000001,0.6280000000000001,323.0,18.0,1.0400000000000063,0.33899999999999864,0.2989999999999995,0.6159999999999997,323.0,13.0,0.0,1.0,11,1.0,6,13.0,0.0,1,2024,3,Albert Park Grand Prix Circuit
GAS,Alpine F1 Team,17.0,1.676000000000002,0.5370000000000026,0.4789999999999992,0.8260000000000005,319.0,14.0,1.4140000000000015,0.5399999999999991,0.16000000000000014,0.7419999999999973,321.0,24.0,1.058000000000007,0.5429999999999993,0.1509999999999998,0.7779999999999987,318.0,19.0,0.46999999999999886,0.0,21,0.0,10,19.0,0.5,1,2024,3,Albert Park Grand Prix Circuit
RIC,RB F1 Team,18.0,1.2489999999999952,0.3180000000000014,0.36299999999999955,0.8659999999999997,322.0,13.0,1.257000000000005,0.3490000000000002,0.2980000000000018,0.6759999999999948,321.0,22.0,0.710000000000008,0.21000000000000085,0.18400000000000105,0.6409999999999982,318.0,17.0,0.28999999999999204,0.0,16,0.0,9,14.5,0.0,1,2024,3,Albert Park Grand Prix Circuit
ZHO,Kick Sauber,19.0,1.1620000000000061,0.48200000000000287,0.4480000000000004,0.5300000000000011,320.0,7.0,1.1440000000000055,0.5350000000000001,0.22500000000000142,0.3789999999999978,321.0,22.0,1.4250000000000114,0.43299999999999983,0.4190000000000005,0.6859999999999999,313.0,13.0,0.12400000000000944,0.0,14,0.0,8,14.5,0.0,1,2024,3,Albert Park Grand Prix Circuit
VER,Red Bull,1.0,0.0,0.134999999999998,0.12000000000000455,0.0070000000000014495,298.0,12.0,14.053000000000004,3.200999999999997,3.9695000000000036,8.031499999999998,249.5,1.0,0.0,0.0,0.015000000000000568,0.0,295.0,10.0,0.0,51.0,1,97.0,1,7.0,0.3333333333333333,0,2024,4,Suzuka Circuit
PER,Red Bull,2.0,0.26899999999999125,0.14399999999999835,0.21100000000000563,0.17599999999999838,300.0,18.0,14.053000000000004,3.200999999999997,3.9695000000000036,8.031499999999998,249.5,1.0,0.18099999999999739,0.13899999999999935,0.0,0.05700000000000216,298.0,8.0,0.26899999999999125,46.0,3,97.0,1,3.0,0.0,0,2024,4,Suzuka Circuit
NOR,McLaren,3.0,0.5739999999999981,0.0,0.32200000000000273,0.27199999999999847,296.0,6.0,10.25200000000001,1.7730000000000032,1.2450000000000045,7.8409999999999975,213.0,1.0,1.1839999999999975,0.31999999999999673,0.5090000000000003,0.370000000000001,299.0,13.0,0.0,27.0,6,55.0,3,5.666666666666667,0.0,0,2024,4,Suzuka Circuit
SAI,Ferrari,4.0,0.6080000000000041,0.495000000000001,0.15500000000000114,0.21799999999999997,297.0,19.0,17.854,3.979999999999997,6.259,8.221999999999998,216.0,1.0,0.21300000000000807,0.0259999999999998,0.016000000000005343,0.18599999999999994,294.0,14.0,0.0,40.0,4,93.0,2,2.0,0.0,0,2024,4,Suzuka Circuit
ALO,Aston Martin,5.0,0.5189999999999912,0.33999999999999986,0.27900000000000347,0.16199999999999903,297.0,17.0,14.053000000000004,3.200999999999997,3.9695000000000036,8.031499999999998,249.5,1.0,0.5430000000000064,0.09199999999999875,0.24500000000000455,0.22100000000000009,295.0,14.0,0.0,16.0,8,25.0,5,7.333333333333333,0.0,0,2024,4,Suzuka Circuit
PIA,McLaren,6.0,0.6629999999999967,0.2079999999999984,0.3990000000000009,0.20199999999999818,295.0,11.0,0.0,0.0,0.4340000000000046,0.17299999999999827,297.0,4.0,1.1090000000000089,0.3069999999999986,0.527000000000001,0.2900000000000027,294.0,13.0,0.08899999999999864,28.0,5,55.0,3,5.333333333333333,0.0,0,2024,4,Suzuka Circuit
HAM,Mercedes,7.0,0.47400000000000375,0.08200000000000074,0.3130000000000024,0.16000000000000014,297.0,11.0,0.5010000000000048,1.107999999999997,0.0,0.0,295.0,2.0,0.487000000000009,0.21599999999999753,0.1980000000000004,0.08800000000000097,298.0,12.0,0.11899999999999977,8.0,10,26.0,4,11.333333333333334,0.3333333333333333,0,2024,4,Suzuka Circuit
LEC,Ferrari,8.0,0.8199999999999932,0.5500000000000007,0.2259999999999991,0.30600000000000094,300.0,17.0,4.035000000000011,2.421999999999997,1.8170000000000002,0.4029999999999987,290.0,2.0,0.5020000000000095,0.259999999999998,0.09200000000000585,0.1650000000000027,294.0,12.0,0.21199999999998909,47.0,2,93.0,2,3.0,0.0,0,2024,4,Suzuka Circuit
RUS,Mercedes,9.0,0.355000000000004,0.4480000000000004,0.0,0.16900000000000048,298.0,15.0,14.053000000000004,3.200999999999997,3.9695000000000036,8.031499999999998,249.5,1.0,0.47400000000000375,0.30299999999999727,0.06400000000000006,0.12199999999999989,295.0,9.0,0.0,18.0,7,26.0,4,9.333333333333334,0.3333333333333333,0,2024,4,Suzuka Circuit
TSU,RB F1 Team,10.0,0.7779999999999916,0.36299999999999955,0.45600000000000307,0.22100000000000009,300.0,12.0,6.221000000000004,1.222999999999999,3.9350000000000023,1.6699999999999982,284.0,4.0,1.1740000000000066,0.5129999999999981,0.45300000000000296,0.21499999999999986,294.0,11.0,0.0,6.0,11,6.0,6,12.0,0.0,0,2024,4,Suzuka Circuit
RIC,RB F1 Team,11.0,1.1189999999999998,0.6709999999999994,0.5140000000000029,0.12600000000000122,301.0,14.0,7.188000000000002,2.1240000000000023,4.004000000000005,1.666999999999998,273.0,4.0,1.1839999999999975,0.48100000000000165,0.527000000000001,0.26200000000000045,295.0,11.0,0.3410000000000082,0.0,17,6.0,6,13.666666666666666,0.0,0,2024,4,Suzuka Circuit
HUL,Haas F1 Team,12.0,1.5759999999999934,0.9440000000000026,0.7420000000000044,0.15200000000000102,302.0,12.0,20.454000000000008,5.18,3.6260000000000048,12.254999999999999,213.0,1.0,1.902000000000001,0.9849999999999994,0.7240000000000038,0.20800000000000196,298.0,10.0,0.0,3.0,13,4.0,7,11.666666666666666,0.0,0,2024,4,Suzuka Circuit
BOT,Kick Sauber,13.0,0.9830000000000041,0.5650000000000013,0.5080000000000027,0.1720000000000006,296.0,16.0,21.334000000000003,5.109999999999999,8.379000000000005,8.451999999999998,214.0,1.0,1.9980000000000047,0.9140000000000015,0.818000000000005,0.2789999999999999,292.0,9.0,0.0,0.0,20,0.0,9,16.666666666666668,0.0,0,2024,4,Suzuka Circuit
ALB,Williams,14.0,0.9699999999999989,0.9179999999999993,0.31400000000000006,0.0,308.0,13.0,29.096000000000004,6.459000000000003,5.524000000000001,17.720000000000002,268.0,1.0,1.8870000000000005,0.9849999999999994,0.6490000000000009,0.26200000000000045,297.0,7.0,0.0,0.0,15,0.0,8,12.333333333333334,0.0,0,2024,4,Suzuka Circuit
OCO,Alpine F1 Team,15.0,1.4590000000000032,0.6400000000000006,0.6060000000000016,0.4750000000000014,302.0,13.0,24.388000000000005,9.149999999999999,7.402999999999999,8.442,231.0,1.0,1.8790000000000049,0.7409999999999997,0.6700000000000017,0.48300000000000054,291.0,14.0,0.0,0.0,18,0.0,10,15.333333333333334,0.0,0,2024,4,Suzuka Circuit
STR,Aston Martin,16.0,1.7789999999999964,0.4039999999999999,0.8370000000000033,0.5030000000000001,299.0,16.0,14.053000000000004,3.200999999999997,3.9695000000000036,8.031499999999998,249.5,1.0,1.9990000000000094,0.48100000000000165,0.7540000000000049,0.4009999999999998,294.0,9.0,1.2600000000000051,9.0,9,25.0,5,11.666666666666666,0.3333333333333333,0,2024,4,Suzuka Circuit
GAS,Alpine F1 Team,17.0,1.578000000000003,0.6170000000000009,0.7010000000000005,0.4519999999999982,300.0,11.0,14.053000000000004,3.200999999999997,3.9695000000000036,8.031499999999998,249.5,1.0,2.2210000000000036,0.8269999999999982,0.9230000000000018,0.4740000000000002,290.0,12.0,0.11899999999999977,0.0,19,0.0,10,17.0,0.3333333333333333,0,2024,4,Suzuka Circuit
MAG,Haas F1 Team,18.0,1.899000000000001,1.158999999999999,0.7040000000000006,0.22800000000000153,301.0,15.0,14.053000000000004,3.200999999999997,3.9695000000000036,8.031499999999998,249.5,1.0,2.747,1.3350000000000009,1.0380000000000038,0.3689999999999998,297.0,13.0,0.3230000000000075,1.0,14,4.0,7,11.333333333333334,0.0,0,2024,4,Suzuka Circuit
SAR,Williams,19.0,1.8889999999999958,1.3049999999999997,0.6640000000000015,0.1819999999999986,309.0,11.0,14.053000000000004,3.200999999999997,3.9695000000000036,8.031499999999998,249.5,1.0,3.147999999999996,1.4529999999999959,1.0900000000000034,0.620000000000001,297.0,6.0,0.9189999999999969,0.0,21,0.0,8,17.0,0.0,0,2024,4,Suzuka Circuit
ZHO,Kick Sauber,20.0,1.5039999999999907,0.7759999999999962,0.6230000000000047,0.3670000000000009,293.0,10.0,28.592,9.692,7.6469999999999985,11.86,186.0,1.0,2.582000000000008,1.0549999999999997,1.0400000000000063,0.5010000000000012,290.0,10.0,0.5209999999999866,0.0,16,0.0,9,14.666666666666666,0.0,0,2024,4,Suzuka Circuit
VER,Red Bull,1.0,,,,,,,,,,,,,0.3579999999999899,0.21000000000000085,0.1180000000000021,0.03999999999999915,320.0,16.0,,77.0,1,141.0,1,7.0,0.3333333333333333,0,2024,5,Shanghai International Circuit
PER,Red Bull,2.0,,,,,,,,,,,,,0.387999999999991,0.3160000000000025,0.1650000000000027,0.0,320.0,14.0,,64.0,2,141.0,1,3.0,0.0,0,2024,5,Shanghai International Circuit
ALO,Aston Martin,3.0,,,,,,,,,,,,,2.6340000000000003,0.7729999999999997,0.9180000000000028,1.1000000000000014,321.0,15.0,,24.0,8,33.0,5,6.333333333333333,0.0,0,2024,5,Shanghai International Circuit
NOR,McLaren,4.0,,,,,,,,,,,,,2.3279999999999887,0.6690000000000005,0.870000000000001,0.9009999999999962,319.0,12.0,,37.0,5,69.0,3,5.333333333333333,0.0,0,2024,5,Shanghai International Circuit
PIA,McLaren,5.0,,,,,,,,,,,,,0.3269999999999982,0.0,0.48400000000000176,0.10499999999999687,317.0,15.0,,32.0,6,69.0,3,5.333333333333333,0.0,0,2024,5,Shanghai International Circuit
